WKT,Id
"MULTIPOLYGON (((500080.477404473 4772817.56753069,500086.277534698 4772819.38007139,500096.352436221 4772818.89045,500103.628492443 4772810.29147447,500115.534766256 4772780.52578994,500136.701475255 4772734.88507366,500167.128619443 4772685.9370591,500184.988030162 4772656.17137456,500182.342191535 4772628.390069,500174.404675662 4772599.94730378,500147.946289412 4772579.44205444,500108.920169692 4772572.82745788,500086.430541378 4772584.73373169,500055.341937534 4772605.90044069,500041.451284753 4772633.02028659,500038.805446129 4772670.723487,500050.050260285 4772714.37982432,500065.925292036 4772777.87995132,500080.477404473 4772817.56753069)))","0"
"MULTIPOLYGON (((496595.819740707 4771822.36840488,496628.254894562 4771808.60759906,496648.25497058 4771791.47559309,496655.134151003 4771781.42140632,496657.779989628 4771767.13387774,496656.938612945 4771756.48702312,496651.959144654 4771736.97131742,496648.784138305 4771711.57126662,496628.146597029 4771690.40455762,496601.159043054 4771696.75457032,496574.388447844 4771692.19314453,496556.179786429 4771705.22125392,496547.713102828 4771719.50878249,496539.463377995 4771739.02448819,496525.969601007 4771739.02448819,496515.65083037 4771757.2807747,496510.888320846 4771781.88707392,496524.382097834 4771812.84338583,496545.813390694 4771826.33716282,496561.688422445 4771827.1309144,496571.102316272 4771825.92441199,496575.07107421 4771833.70317755,496586.871514479 4771829.57566929,496595.819740707 4771822.36840488)))","0"
"MULTIPOLYGON (((497709.809524245 4772395.12367539,497735.606450839 4772384.54032089,497774.632570557 4772370.64966811,497828.872262371 4772360.72777326,497873.851518996 4772356.09755567,497889.065091089 4772328.3162501,497884.434873495 4772293.92034798,497862.60670484 4772264.81612311,497834.825399278 4772242.98795445,497791.830521619 4772241.66503514,497753.465861557 4772258.20152654,497730.314773589 4772274.07655829,497710.470983903 4772297.88910592,497689.304274902 4772346.17566082,497689.965734558 4772378.58718398,497696.580331121 4772389.83199814,497709.809524245 4772395.12367539)))","0"
"MULTIPOLYGON (((506593.675729495 4771018.40123444,506614.313270771 4771018.40123444,506642.094576335 4771012.05122173,506665.907123961 4771003.31995427,506693.688429521 4770988.23867411,506707.975958097 4770977.12615188,506718.294728734 4770954.10735585,506712.738467622 4770932.67606299,506703.213448571 4770905.68850901,506684.163410471 4770869.96968757,506653.207098559 4770833.45711455,506626.219544584 4770823.13834391,506597.644487434 4770819.16958597,506552.400646945 4770827.10710184,506515.888073921 4770853.30090423,506500.013042171 4770877.11345186,506493.663029472 4770895.36973837,506497.631787408 4770918.38853441,506513.506819159 4770939.81982727,506536.525615198 4770964.42612648,506561.925665996 4770991.41368046,506593.675729495 4771018.40123444)))","0"
"MULTIPOLYGON (((511195.185974193 4769033.5923169,511234.344385843 4769030.41731055,511287.261158342 4769017.71728515,511331.711247243 4768991.2588989,511349.702949893 4768962.15467402,511337.002924493 4768929.34627507,511320.598725017 4768912.9420756,511297.315345119 4768897.59621157,511268.740287967 4768881.72117982,511236.461056743 4768875.37116712,511196.773477369 4768882.77951527,511159.202568893 4768903.41705655,511136.977524442 4768922.99626238,511125.335834493 4768942.04630047,511126.394169942 4768965.8588481,511128.510840843 4768983.32138302,511141.740033968 4769006.60476292,511168.198420218 4769028.30063965,511195.185974193 4769033.5923169)))","0"
"MULTIPOLYGON (((522922.248317227 4768032.87000295,522935.477510351 4768042.79189779,522961.935896601 4768046.09919607,522973.842170415 4768034.19292226,522989.717202164 4768016.33351155,522998.977637351 4767989.21366564,522995.670339069 4767972.01571458,522976.48800904 4767952.17192489,522941.430647258 4767931.66667554,522912.326422383 4767931.66667554,522894.467011663 4767948.20316694,522899.758688913 4767969.36987595,522905.050366164 4768003.10431842,522922.248317227 4768032.87000295)))","0"
"MULTIPOLYGON (((519347.461263132 4762779.23770748,519369.686307584 4762785.58772018,519399.319700183 4762778.17937203,519427.894757333 4762750.66265033,519437.419776384 4762712.56257413,519422.603080084 4762683.98751698,519403.553041983 4762648.00411168,519379.211326634 4762613.07904183,519361.219623983 4762577.09563653,519342.169585883 4762553.81225663,519306.186180582 4762543.22890213,519274.436117083 4762550.63725028,519257.502749884 4762567.57061748,519245.861059933 4762595.08733918,519240.569382683 4762645.88744078,519241.627718132 4762685.04585243,519264.911098033 4762718.91258683,519292.427819732 4762747.48764398,519347.461263132 4762779.23770748)))","0"
"MULTIPOLYGON (((519293.415599489 4759814.48733352,519321.990656639 4759825.07068802,519372.790758239 4759829.30402983,519405.59915719 4759802.84564358,519406.657492639 4759766.86223827,519401.365815389 4759712.88713033,519395.015802688 4759677.96206047,519361.149068289 4759657.85368692,519330.457340238 4759663.14536417,519307.173960337 4759672.67038322,519290.240593137 4759699.12876948,519273.307225937 4759736.17051023,519270.132219588 4759770.03724463,519278.598903189 4759786.97061182,519293.415599489 4759814.48733352)))","0"
"MULTIPOLYGON (((519337.424715285 4755508.13361664,519367.190399815 4755493.58150421,519380.419592941 4755478.36793211,519389.018568474 4755458.52414243,519389.680028129 4755423.46678065,519385.049810535 4755403.62299096,519359.914343596 4755380.47190299,519327.502820441 4755377.16460471,519297.075676253 4755390.39379783,519274.586047942 4755416.85218408,519260.69539516 4755443.97202999,519261.356854815 4755465.80019864,519280.539184847 4755489.61274627,519295.091297284 4755508.13361664,519319.565304564 4755512.10237458,519337.424715285 4755508.13361664)))","0"
"MULTIPOLYGON (((516435.909884474 4753354.92809495,516450.991164638 4753372.39062987,516485.122482901 4753379.53439416,516521.635055925 4753367.62812034,516552.591367837 4753343.02182113,516574.81641229 4753316.03426716,516592.278947214 4753278.72794255,516600.216463088 4753231.10284729,516590.691444037 4753206.49654808,516569.260151175 4753186.6527584,516530.366323388 4753155.69644648,516493.059998775 4753150.93393696,516455.753674163 4753158.07770125,516427.9723686 4753173.15898141,516405.74732415 4753200.94028697,516400.191063038 4753255.70914651,516412.097336849 4753312.06550922,516435.909884474 4753354.92809495)))","0"
